time x y z pitch mu rL Rc gyrophase
36.8195 0.597389 34.0945 33.7313 0.407228 1.01039e-31 0.396065 inf 3.81603
36.9451 0.561162 34.2525 33.804 0.407228 1.01039e-31 0.396066 inf 3.63843
37.0708 0.536151 34.4143 33.8729 0.40723 1.0104e-31 0.396068 inf 3.46083
37.1965 0.523145 34.5786 33.9395 0.407228 1.01039e-31 0.396065 inf 3.28324
37.3221 0.522551 34.7437 34.0051 0.407228 1.01039e-31 0.396065 inf 3.10564
37.4478 0.534389 34.9081 34.0715 0.407228 1.01039e-31 0.396066 inf 2.92804
37.5734 0.558286 35.0702 34.1401 0.407228 1.01039e-31 0.396065 inf 2.75044
37.6991 0.593491 35.2287 34.2125 0.407229 1.0104e-31 0.396067 inf 2.57284
37.8248 0.638895 35.382 34.2899 0.407229 1.01039e-31 0.396066 inf 2.39524
37.9504 0.693072 35.5291 34.3736 0.407229 1.0104e-31 0.396066 inf 2.21764
38.0761 0.754315 35.6689 34.4645 0.407229 1.0104e-31 0.396067 inf 2.04005
38.2018 0.8207 35.8007 34.5635 0.407229 1.01039e-31 0.396066 inf 1.86244
38.3274 0.890137 35.924 34.6711 0.407229 1.01039e-31 0.396066 inf 1.68485
38.4531 0.960441 36.0384 34.7874 0.407229 1.0104e-31 0.396066 inf 1.50725
38.5788 1.0294 36.1441 34.9125 0.407228 1.0104e-31 0.396066 inf 1.32965
38.7044 1.09485 36.2413 35.0461 0.407229 1.0104e-31 0.396067 inf 1.15205
38.8301 1.15473 36.3306 35.1875 0.407229 1.0104e-31 0.396066 inf 0.974455
38.9557 1.20715 36.4128 35.3361 0.407229 1.0104e-31 0.396068 inf 0.796852
39.0814 1.25046 36.489 35.4906 0.407228 1.01039e-31 0.396065 inf 0.619259
39.2071 1.28331 36.5605 35.65 0.407228 1.01039e-31 0.396065 inf 0.441662
39.3327 1.30466 36.6285 35.8127 0.407229 1.0104e-31 0.396066 inf 0.26406
39.4584 1.31383 36.6946 35.9774 0.407229 1.0104e-31 0.396067 inf 0.0864619
39.5841 1.31055 36.7603 36.1425 0.407228 1.01038e-31 0.396064 inf 6.19205
39.7097 1.29491 36.8272 36.3063 0.407228 1.01039e-31 0.396065 inf 6.01445
39.8354 1.2674 36.8968 36.4675 0.407229 1.0104e-31 0.396067 inf 5.83685
39.9611 1.22889 36.9706 36.6245 0.407228 1.01039e-31 0.396065 inf 5.65925
40.0867 1.18059 37.0499 36.776 0.407229 1.0104e-31 0.396067 inf 5.48166
40.2124 1.12403 37.1357 36.9209 0.407229 1.0104e-31 0.396067 inf 5.30406
40.338 1.06097 37.2291 37.0583 0.407229 1.01039e-31 0.396065 inf 5.12645
40.4637 0.993409 37.3307 37.1875 0.407229 1.0104e-31 0.396067 inf 4.94886
40.5894 0.923466 37.441 37.308 0.407229 1.0104e-31 0.396066 inf 4.77126
40.715 0.853342 37.56 37.4197 0.407229 1.01039e-31 0.396066 inf 4.59366
40.8407 0.785244 37.6878 37.5227 0.407228 1.0104e-31 0.396067 inf 4.41606
40.9664 0.721314 37.8239 37.6174 0.407229 1.0104e-31 0.396066 inf 4.23846
41.092 0.663563 37.9677 37.7044 0.407229 1.0104e-31 0.396068 inf 4.06086
41.2177 0.613807 38.1182 37.7846 0.407229 1.0104e-31 0.396068 inf 3.88326
41.3434 0.573612 38.2744 37.8592 0.407229 1.0104e-31 0.396066 inf 3.70567
41.469 0.544242 38.4349 37.9294 0.40723 1.01041e-31 0.396068 inf 3.52807
41.5947 0.526622 38.5985 37.9967 0.407229 1.0104e-31 0.396066 inf 3.35047
41.7204 0.521306 38.7634 38.0625 0.407228 1.01039e-31 0.396064 inf 3.17287
41.846 0.52846 38.9283 38.1284 0.40723 1.0104e-31 0.396068 inf 2.99528
41.9717 0.54786 39.0915 38.196 0.407229 1.01039e-31 0.396066 inf 2.81768
42.0973 0.578895 39.2515 38.2668 0.407228 1.01038e-31 0.396064 inf 2.64008
42.223 0.62059 39.4069 38.3421 0.407228 1.01039e-31 0.396065 inf 2.46248
42.3487 0.671632 39.5565 38.4233 0.407229 1.0104e-31 0.396067 inf 2.28489
42.4743 0.730416 39.6991 38.5114 0.407229 1.0104e-31 0.396067 inf 2.10728
42.6 0.795093 39.834 38.6073 0.407229 1.01039e-31 0.396066 inf 1.92968
42.7257 0.863627 39.9606 38.7116 0.407229 1.0104e-31 0.396066 inf 1.75209
42.8513 0.933863 40.0783 38.8246 0.407229 1.0104e-31 0.396067 inf 1.57449
42.977 1.00359 40.1873 38.9464 0.407229 1.0104e-31 0.396067 inf 1.39689
43.1027 1.07062 40.2877 39.0768 0.407229 1.01039e-31 0.396066 inf 1.21929
43.2283 1.13284 40.3799 39.2153 0.407229 1.0104e-31 0.396066 inf 1.04169
43.354 1.18829 40.4647 39.3613 0.407229 1.0104e-31 0.396067 inf 0.864093
43.4796 1.23523 40.5431 39.5137 0.407229 1.0104e-31 0.396067 inf 0.686493
43.6053 1.27218 40.6161 39.6714 0.407229 1.0104e-31 0.396066 inf 0.508896
43.731 1.29798 40.6853 39.833 0.407229 1.01039e-31 0.396066 inf 0.331297
43.8566 1.31182 40.7519 39.9972 0.407229 1.0104e-31 0.396067 inf 0.153699
43.9823 1.31326 40.8176 40.1623 0.40723 1.01041e-31 0.396069 inf 6.25929
44.108 1.30226 40.8839 40.3268 0.407227 1.01038e-31 0.396064 inf 6.08169
44.2336 1.27916 40.9523 40.4891 0.407229 1.0104e-31 0.396067 inf 5.90409
44.3593 1.24469 41.0243 40.6479 0.407228 1.01039e-31 0.396064 inf 5.72649
44.485 1.19994 41.1014 40.8016 0.407228 1.01039e-31 0.396065 inf 5.54889
44.6106 1.14631 41.1846 40.9491 0.407228 1.01039e-31 0.396065 inf 5.37129
44.7363 1.08548 41.275 41.0895 0.407229 1.0104e-31 0.396068 inf 5.1937
44.8619 1.01938 41.3735 41.2218 0.407229 1.0104e-31 0.396066 inf 5.0161
44.9876 0.950087 41.4804 41.3457 0.407229 1.01039e-31 0.396066 inf 4.8385
45.1133 0.879771 41.5962 41.4607 0.407229 1.0104e-31 0.396066 inf 4.6609
45.2389 0.810649 41.7207 41.5669 0.407229 1.01039e-31 0.396065 inf 4.48331
45.3646 0.744896 41.8537 41.6647 0.407229 1.01039e-31 0.396066 inf 4.30571
45.4903 0.684579 41.9946 41.7545 0.407229 1.01039e-31 0.396066 inf 4.12811
45.6159 0.631598 42.1427 41.8372 0.407229 1.01039e-31 0.396066 inf 3.95051
45.7416 0.587617 42.2969 41.9138 0.40723 1.0104e-31 0.396068 inf 3.77291
45.8673 0.554022 42.456 41.9855 0.407229 1.0104e-31 0.396068 inf 3.59531
45.9929 0.531867 42.6185 42.0537 0.40723 1.01041e-31 0.396068 inf 3.41771
46.1186 0.521852 42.7831 42.1199 0.40723 1.0104e-31 0.396068 inf 3.24011
46.2442 0.52429 42.9482 42.1856 0.407229 1.0104e-31 0.396066 inf 3.06251
46.3699 0.539105 43.1122 42.2524 0.407228 1.01039e-31 0.396065 inf 2.88491
46.4956 0.565831 43.2736 42.3218 0.407228 1.01039e-31 0.396065 inf 2.70731
46.6212 0.603627 43.4309 42.3952 0.407229 1.01039e-31 0.396066 inf 2.52972
46.7469 0.651305 43.5828 42.4741 0.407229 1.0104e-31 0.396066 inf 2.35212
46.8726 0.707363 43.7282 42.5594 0.407229 1.01039e-31 0.396065 inf 2.17452
46.9982 0.77004 43.8662 42.6523 0.407229 1.01039e-31 0.396065 inf 1.99692
47.1239 0.837362 43.9959 42.7533 0.407229 1.01039e-31 0.396066 inf 1.81932
47.2496 0.907212 44.117 42.863 0.407229 1.0104e-31 0.396066 inf 1.64173
47.3752 0.977394 44.2293 42.9815 0.407229 1.0104e-31 0.396067 inf 1.46413
47.5009 1.0457 44.3329 43.1087 0.407229 1.0104e-31 0.396066 inf 1.28653
47.6265 1.10998 44.4281 43.2442 0.407229 1.0104e-31 0.396067 inf 1.10893
47.7522 1.16821 44.5156 43.3875 0.407228 1.01039e-31 0.396066 inf 0.931332
47.8779 1.21856 44.5963 43.5376 0.407229 1.0104e-31 0.396067 inf 0.753732
48.0035 1.25945 44.6712 43.6934 0.407228 1.01039e-31 0.396065 inf 0.576135
48.1292 1.28958 44.7417 43.8537 0.407229 1.0104e-31 0.396067 inf 0.398535
48.2549 1.30802 44.8091 44.0171 0.407229 1.01039e-31 0.396066 inf 0.220937
48.3805 1.31419 44.875 44.182 0.40723 1.01041e-31 0.396068 inf 0.0433373
48.5062 1.30788 44.9408 44.3469 0.407228 1.01039e-31 0.396064 inf 6.14892
48.6319 1.28929 45.0083 44.5103 0.407228 1.01039e-31 0.396065 inf 5.97132
48.7575 1.25902 45.0788 44.6705 0.40723 1.01041e-31 0.396068 inf 5.79373
48.8832 1.21801 45.1538 44.8263 0.407229 1.0104e-31 0.396066 inf 5.61613
49.0088 1.16755 45.2345 44.9763 0.407229 1.0104e-31 0.396068 inf 5.43853
49.1345 1.10924 45.3221 45.1195 0.407229 1.0104e-31 0.396067 inf 5.26093
49.2602 1.0449 45.4175 45.2549 0.407229 1.01039e-31 0.396066 inf 5.08333
49.3858 0.976561 45.5211 45.382 0.407229 1.0104e-31 0.396067 inf 4.90573
49.5115 0.906371 45.6335 45.5004 0.407229 1.0104e-31 0.396066 inf 4.72814
49.6372 0.836537 45.7547 45.61 0.407229 1.0104e-31 0.396066 inf 4.55054
49.7628 0.769258 45.8846 45.7109 0.407229 1.0104e-31 0.396067 inf 4.37294
49.8885 0.70665 46.0226 45.8037 0.407228 1.01039e-31 0.396065 inf 4.19534
50.0142 0.650682 46.1681 45.8889 0.407229 1.0104e-31 0.396067 inf 4.01774
50.1398 0.603114 46.3201 45.9677 0.407229 1.0104e-31 0.396067 inf 3.84014
50.2655 0.565444 46.4775 46.0411 0.407229 1.0104e-31 0.396067 inf 3.66254
50.3911 0.538856 46.6389 46.1105 0.407229 1.01039e-31 0.396066 inf 3.48495
50.5168 0.524187 46.8029 46.1772 0.407229 1.0104e-31 0.396066 inf 3.30735
50.6425 0.521898 46.968 46.2429 0.407229 1.0104e-31 0.396066 inf 3.12975
50.7681 0.532062 47.1326 46.3091 0.407229 1.01039e-31 0.396065 inf 2.95215
50.8938 0.554357 47.2951 46.3773 0.407229 1.0104e-31 0.396067 inf 2.77455
51.0195 0.588084 47.4541 46.4491 0.407228 1.01039e-31 0.396065 inf 2.59695
51.1451 0.632181 47.6083 46.5257 0.407228 1.01039e-31 0.396066 inf 2.41935
51.2708 0.685261 47.7563 46.6085 0.407229 1.01039e-31 0.396066 inf 2.24176
51.3965 0.745654 47.8971 46.6984 0.407229 1.01039e-31 0.396065 inf 2.06415
51.5221 0.81146 48.03 46.7963 0.407229 1.0104e-31 0.396067 inf 1.88656
51.6478 0.880609 48.1544 46.9027 0.407229 1.0104e-31 0.396067 inf 1.70896
51.7734 0.950926 48.2701 47.0178 0.407229 1.0104e-31 0.396066 inf 1.53136
51.8991 1.0202 48.3769 47.1417 0.407228 1.0104e-31 0.396066 inf 1.35376
52.0248 1.08625 48.4752 47.2742 0.407229 1.0104e-31 0.396067 inf 1.17616
52.1504 1.14699 48.5656 47.4146 0.407229 1.01039e-31 0.396065 inf 0.998573
52.2761 1.20053 48.6487 47.5622 0.407229 1.0104e-31 0.396067 inf 0.820965
52.4018 1.24517 48.7257 47.716 0.407229 1.0104e-31 0.396068 inf 0.643368
52.5274 1.27951 48.7977 47.8748 0.40723 1.0104e-31 0.396068 inf 0.46577
52.6531 1.30246 48.8661 48.0372 0.407229 1.0104e-31 0.396068 inf 0.288171
52.7788 1.31332 48.9324 48.2017 0.407229 1.0104e-31 0.396067 inf 0.110574
52.9044 1.31173 48.998 48.3668 0.407229 1.0104e-31 0.396067 inf 6.21616
53.0301 1.29774 49.0647 48.5309 0.40723 1.0104e-31 0.396068 inf 6.03856
53.1557 1.2718 49.1339 48.6925 0.40723 1.0104e-31 0.396068 inf 5.86097
53.2814 1.23472 49.207 48.8502 0.407229 1.01039e-31 0.396066 inf 5.68337
53.4071 1.18767 49.2854 49.0025 0.407229 1.0104e-31 0.396067 inf 5.50577
53.5327 1.13213 49.3703 49.1484 0.407229 1.0104e-31 0.396067 inf 5.32817
53.6584 1.06984 49.4626 49.2868 0.407229 1.0104e-31 0.396066 inf 5.15057
53.7841 1.00277 49.5631 49.4172 0.407229 1.0104e-31 0.396067 inf 4.97298
53.9097 0.933022 49.6722 49.5389 0.407229 1.0104e-31 0.396066 inf 4.79537
54.0354 0.862793 49.7901 49.6518 0.407229 1.0104e-31 0.396066 inf 4.61777
54.1611 0.794292 49.9167 49.7559 0.407229 1.0104e-31 0.396067 inf 4.44018
54.2867 0.729674 50.0517 49.8517 0.407229 1.01039e-31 0.396066 inf 4.26258
54.4124 0.670972 50.1944 49.9397 0.407229 1.01039e-31 0.396065 inf 4.08498
54.538 0.620033 50.3441 50.0208 0.407229 1.01039e-31 0.396066 inf 3.90738
54.6637 0.578459 50.4996 50.0961 0.407229 1.0104e-31 0.396067 inf 3.72978
54.7894 0.547557 50.6596 50.1668 0.407229 1.0104e-31 0.396066 inf 3.55218
54.915 0.528301 50.8228 50.2344 0.40723 1.01041e-31 0.396068 inf 3.37458
55.0407 0.521295 50.9877 50.3003 0.407229 1.01039e-31 0.396066 inf 3.19699
55.1664 0.526761 51.1527 50.3661 0.407228 1.01039e-31 0.396064 inf 3.01939
55.292 0.544526 51.3162 50.4334 0.407229 1.01039e-31 0.396066 inf 2.84179
55.4177 0.574031 51.4767 50.5037 0.407228 1.01039e-31 0.396064 inf 2.66419
55.5434 0.614348 51.6328 50.5783 0.407229 1.01039e-31 0.396066 inf 2.48659
55.669 0.664209 51.7833 50.6586 0.407229 1.0104e-31 0.396067 inf 2.309
55.7947 0.722046 51.9269 50.7457 0.407229 1.0104e-31 0.396067 inf 2.1314
55.9203 0.786038 52.0629 50.8405 0.407229 1.01039e-31 0.396065 inf 1.95379
56.046 0.854173 52.1906 50.9436 0.407229 1.0104e-31 0.396066 inf 1.7762
56.1717 0.924308 52.3096 51.0554 0.407229 1.0104e-31 0.396066 inf 1.5986
56.2973 0.994235 52.4197 51.176 0.407229 1.0104e-31 0.396066 inf 1.421
56.423 1.06176 52.5212 51.3053 0.407229 1.0104e-31 0.396067 inf 1.2434
56.5487 1.12475 52.6145 51.4428 0.407229 1.0104e-31 0.396067 inf 1.0658
56.6743 1.18122 52.7003 51.5878 0.407229 1.01039e-31 0.396066 inf 0.888208
56.8 1.22941 52.7795 51.7394 0.407229 1.0104e-31 0.396067 inf 0.710604
56.9257 1.26779 52.8532 51.8964 0.407229 1.0104e-31 0.396068 inf 0.533006
57.0513 1.29517 52.9228 52.0576 0.40723 1.01041e-31 0.396068 inf 0.355407
57.177 1.31066 52.9897 52.2215 0.407228 1.01039e-31 0.396065 inf 0.177812
57.3027 1.3138 53.0554 52.3866 0.407229 1.0104e-31 0.396067 inf 0.000212957
57.4283 1.30447 53.1215 52.5512 0.407228 1.01039e-31 0.396064 inf 6.1058
57.554 1.28298 53.1895 52.714 0.407228 1.01038e-31 0.396064 inf 5.9282
57.6796 1.25 53.261 52.8733 0.407229 1.01039e-31 0.396065 inf 5.7506
57.8053 1.20657 53.3373 53.0278 0.40723 1.0104e-31 0.396068 inf 5.57301
57.931 1.15405 53.4196 53.1762 0.407228 1.01039e-31 0.396065 inf 5.3954
58.0566 1.0941 53.509 53.3176 0.407229 1.0104e-31 0.396067 inf 5.21781
58.1823 1.02859 53.6063 53.4511 0.407229 1.0104e-31 0.396067 inf 5.04021
58.308 0.959604 53.7121 53.5761 0.407229 1.01039e-31 0.396066 inf 4.86261
58.4336 0.889296 53.8266 53.6923 0.407229 1.01039e-31 0.396066 inf 4.68501
58.5593 0.819883 53.95 53.7997 0.407229 1.0104e-31 0.396067 inf 4.50741
58.685 0.753548 54.0818 53.8986 0.407229 1.0104e-31 0.396067 inf 4.32981
58.8106 0.692378 54.2218 53.9895 0.407229 1.01039e-31 0.396065 inf 4.15222
58.9363 0.638297 54.3689 54.0731 0.407228 1.01039e-31 0.396065 inf 3.97462
59.0619 0.593007 54.5223 54.1504 0.407229 1.0104e-31 0.396067 inf 3.79702
59.1876 0.557931 54.6808 54.2227 0.407229 1.0104e-31 0.396067 inf 3.61942
59.3133 0.534175 54.843 54.2913 0.407229 1.01039e-31 0.396066 inf 3.44182
59.4389 0.522484 55.0074 54.3577 0.407228 1.01039e-31 0.396064 inf 3.26422
59.5646 0.523227 55.1725 54.4234 0.407229 1.0104e-31 0.396066 inf 3.08662
59.6903 0.536381 55.3368 54.4899 0.40723 1.01041e-31 0.396069 inf 2.90903
59.8159 0.561531 55.4986 54.5588 0.40723 1.0104e-31 0.396068 inf 2.73143
59.9416 0.597886 55.6565 54.6317 0.407229 1.01039e-31 0.396066 inf 2.55383
60.0673 0.644304 55.8093 54.7097 0.407229 1.0104e-31 0.396067 inf 2.37623
60.1929 0.699322 55.9556 54.7941 0.407229 1.0104e-31 0.396066 inf 2.19863
60.3186 0.761212 56.0946 54.8859 0.407229 1.01039e-31 0.396066 inf 2.02103
60.4442 0.828025 56.2255 54.9858 0.407229 1.01039e-31 0.396066 inf 1.84343
60.5699 0.89766 56.3478 55.0943 0.407229 1.0104e-31 0.396067 inf 1.66584
60.6956 0.967927 56.4613 55.2116 0.407229 1.0104e-31 0.396067 inf 1.48824
60.8212 1.03661 56.566 55.3376 0.407229 1.01039e-31 0.396066 inf 1.31064
60.9469 1.10156 56.6624 55.472 0.407229 1.0104e-31 0.396067 inf 1.13304
61.0726 1.16073 56.7509 55.6143 0.407229 1.0104e-31 0.396066 inf 0.955443
61.1982 1.21225 56.8324 55.7635 0.407229 1.01039e-31 0.396066 inf 0.777844
61.3239 1.2545 56.9081 55.9187 0.407228 1.01039e-31 0.396064 inf 0.600248
61.4496 1.28616 56.9791 56.0784 0.40723 1.0104e-31 0.396068 inf 0.422646
61.5752 1.30623 57.0468 56.2415 0.40723 1.01041e-31 0.396068 inf 0.245048
61.7009 1.31408 57.1128 56.4063 0.40723 1.0104e-31 0.396068 inf 0.0674498
61.8265 1.30946 57.1785 56.5713 0.407229 1.0104e-31 0.396067 inf 6.17304
61.9522 1.29252 57.2457 56.7349 0.407228 1.01038e-31 0.396064 inf 5.99544
62.0779 1.26378 57.3157 56.8957 0.407228 1.01039e-31 0.396065 inf 5.81784
62.2035 1.22416 57.39 57.0522 0.407229 1.0104e-31 0.396067 inf 5.64024
62.3292 1.1749 57.4699 57.203 0.407229 1.0104e-31 0.396066 inf 5.46264
62.4549 1.11755 57.5565 57.3472 0.407229 1.0104e-31 0.396067 inf 5.28505
62.5805 1.05392 57.6507 57.4837 0.407229 1.01039e-31 0.396066 inf 5.10744
62.7062 0.985997 57.7533 57.612 0.407229 1.01039e-31 0.396066 inf 4.92984
