it time x y z u v w Bx By Bz
630 39.5841 1.31055 36.7603 36.1425 -0.0509769 0.523799 1.31264 0 1 1
632 39.7097 1.29491 36.8272 36.3063 -0.148719 0.536371 1.30007 0 1 1
634 39.8354 1.2674 36.8968 36.4675 -0.241783 0.560956 1.27549 0 1 1
636 39.9611 1.22889 36.9706 36.6245 -0.327241 0.596779 1.23966 0 1 1
638 40.0867 1.18059 37.0499 36.776 -0.402404 0.642715 1.19373 0 1 1
640 40.2124 1.12403 37.1357 36.9209 -0.464908 0.697318 1.13913 0 1 1
642 40.338 1.06097 37.2291 37.0583 -0.512787 0.75887 1.07757 0 1 1
644 40.4637 0.993409 37.3307 37.1875 -0.544535 0.825434 1.01101 0 1 1
646 40.5894 0.923466 37.441 37.308 -0.559152 0.894918 0.941526 0 1 1
648 40.715 0.853342 37.56 37.4197 -0.556179 0.965135 0.871309 0 1 1
650 40.8407 0.785244 37.6878 37.5227 -0.53571 1.03388 0.802568 0 1 1
652 40.9664 0.721314 37.8239 37.6174 -0.498388 1.09898 0.737465 0 1 1
654 41.092 0.663563 37.9677 37.7044 -0.445388 1.1584 0.678048 0 1 1
656 41.2177 0.613807 38.1182 37.7846 -0.378376 1.21026 0.626187 0 1 1
658 41.3434 0.573612 38.2744 37.8592 -0.299462 1.25293 0.583513 0 1 1
660 41.469 0.544242 38.4349 37.9294 -0.211126 1.28508 0.551369 0 1 1
662 41.5947 0.526622 38.5985 37.9967 -0.116149 1.30568 0.530765 0 1 1
664 41.7204 0.521306 38.7634 38.0625 -0.0175185 1.31409 0.522349 0 1 1
666 41.846 0.52846 38.9283 38.1284 0.0816634 1.31006 0.526388 0 1 1
668 41.9717 0.54786 39.0915 38.196 0.178276 1.29369 0.542752 0 1 1
670 42.0973 0.578895 39.2515 38.2668 0.269281 1.26551 0.570929 0 1 1
672 42.223 0.62059 39.4069 38.3421 0.351814 1.22641 0.610031 0 1 1
674 42.3487 0.671632 39.5565 38.4233 0.42328 1.17762 0.658828 0 1 1
676 42.4743 0.730416 39.6991 38.5114 0.481431 1.12066 0.715785 0 1 1
678 42.6 0.795093 39.834 38.6073 0.524436 1.05733 0.77911 0 1 1
680 42.7257 0.863627 39.9606 38.7116 0.550943 0.989632 0.846812 0 1 1
682 42.8513 0.933863 40.0783 38.8246 0.560119 0.919684 0.91676 0 1 1
684 42.977 1.00359 40.1873 38.9464 0.551674 0.84969 0.986754 0 1 1
686 43.1027 1.07062 40.2877 39.0768 0.525874 0.781851 1.05459 0 1 1
688 43.2283 1.13284 40.3799 39.2153 0.483531 0.718303 1.11814 0 1 1
690 43.354 1.18829 40.4647 39.3613 0.425977 0.661044 1.1754 0 1 1
692 43.4796 1.23523 40.5431 39.5137 0.355022 0.611875 1.22457 0 1 1
694 43.6053 1.27218 40.6161 39.6714 0.272899 0.572344 1.2641 0 1 1
696 43.731 1.29798 40.6853 39.833 0.182191 0.543693 1.29275 0 1 1
698 43.8566 1.31182 40.7519 39.9972 0.0857517 0.526825 1.30962 0 1 1
700 43.9823 1.31326 40.8176 40.1623 -0.0133853 0.522269 1.31418 0 1 1
702 44.108 1.30226 40.8839 40.3268 -0.112101 0.530169 1.30627 0 1 1
704 44.2336 1.27916 40.9523 40.4891 -0.207291 0.550277 1.28617 0 1 1
706 44.3593 1.24469 41.0243 40.6479 -0.295959 0.581959 1.25448 0 1 1
708 44.485 1.19994 41.1014 40.8016 -0.375317 0.62422 1.21222 0 1 1
710 44.6106 1.14631 41.1846 40.9491 -0.442868 0.67573 1.16071 0 1 1
712 44.7363 1.08548 41.275 41.0895 -0.496488 0.734868 1.10158 0 1 1
714 44.8619 1.01938 41.3735 41.2218 -0.534488 0.799774 1.03667 0 1 1
716 44.9876 0.950087 41.4804 41.3457 -0.555674 0.868407 0.968037 0 1 1
718 45.1133 0.879771 41.5962 41.4607 -0.55938 0.938606 0.897838 0 1 1
720 45.2389 0.810649 41.7207 41.5669 -0.545488 1.00816 0.828279 0 1 1
722 45.3646 0.744896 41.8537 41.6647 -0.514437 1.07489 0.761551 0 1 1
724 45.4903 0.684579 41.9946 41.7545 -0.467202 1.13669 0.69975 0 1 1
726 45.6159 0.631598 42.1427 41.8372 -0.405269 1.19162 0.644823 0 1 1
728 45.7416 0.587617 42.2969 41.9138 -0.330588 1.23795 0.598496 0 1 1
730 45.8673 0.554022 42.456 41.9855 -0.245506 1.27422 0.562228 0 1 1
732 45.9929 0.531867 42.6185 42.0537 -0.152701 1.29929 0.537158 0 1 1
734 46.1186 0.521852 42.7831 42.1199 -0.0550931 1.31237 0.524076 0 1 1
736 46.2442 0.52429 42.9482 42.1856 0.0442484 1.31305 0.523393 0 1 1
738 46.3699 0.539105 43.1122 42.2524 0.142198 1.30131 0.535131 0 1 1
740 46.4956 0.565831 43.2736 42.3218 0.235674 1.27752 0.558921 0 1 1
742 46.6212 0.603627 43.4309 42.3952 0.321736 1.24243 0.594013 0 1 1
744 46.7469 0.651305 43.5828 42.4741 0.397677 1.19714 0.639305 0 1 1
746 46.8726 0.707363 43.7282 42.5594 0.461108 1.14307 0.69337 0 1 1
748 46.9982 0.77004 43.8662 42.6523 0.510033 1.08193 0.75451 0 1 1
750 47.1239 0.837362 43.9959 42.7533 0.542913 1.01564 0.820799 0 1 1
752 47.2496 0.907212 44.117 42.863 0.558714 0.946291 0.890153 0 1 1
754 47.3752 0.977394 44.2293 42.9815 0.556939 0.876053 0.96039 0 1 1
756 47.5009 1.0457 44.3329 43.1087 0.537643 0.807143 1.0293 0 1 1
758 47.6265 1.10998 44.4281 43.2442 0.501434 0.741727 1.09472 0 1 1
760 47.7522 1.16821 44.5156 43.3875 0.44945 0.681863 1.15458 0 1 1
762 47.8779 1.21856 44.5963 43.5376 0.383328 0.629434 1.20701 0 1 1
764 48.0035 1.25945 44.6712 43.6934 0.305146 0.58609 1.25035 0 1 1
766 48.1292 1.28958 44.7417 43.8537 0.217366 0.553195 1.28325 0 1 1
768 48.2549 1.30802 44.8091 44.0171 0.122747 0.531783 1.30466 0 1 1
770 48.3805 1.31419 44.875 44.182 0.0242667 0.522527 1.31392 0 1 1
772 48.5062 1.30788 44.9408 44.3469 -0.0749769 0.52572 1.31072 0 1 1
774 48.6319 1.28929 45.0083 44.5103 -0.171862 0.54126 1.29518 0 1 1
776 48.7575 1.25902 45.0788 44.6705 -0.26334 0.568659 1.26779 0 1 1
778 48.8832 1.21801 45.1538 44.8263 -0.346534 0.607054 1.22939 0 1 1
780 49.0088 1.16755 45.2345 44.9763 -0.418827 0.655238 1.18121 0 1 1
782 49.1345 1.10924 45.3221 45.1195 -0.477944 0.711695 1.12475 0 1 1
784 49.2602 1.0449 45.4175 45.2549 -0.522026 0.77465 1.06179 0 1 1
786 49.3858 0.976561 45.5211 45.382 -0.549686 0.84212 0.994323 0 1 1
788 49.5115 0.906371 45.6335 45.5004 -0.560053 0.911985 0.924459 0 1 1
790 49.6372 0.836537 45.7547 45.61 -0.552802 0.982046 0.854398 0 1 1
792 49.7628 0.769258 45.8846 45.7109 -0.528161 1.0501 0.786344 0 1 1
794 49.8885 0.70665 46.0226 45.8037 -0.486904 1.114 0.72244 0 1 1
796 50.0142 0.650682 46.1681 45.8889 -0.430331 1.17175 0.664694 0 1 1
798 50.1398 0.603114 46.3201 45.9677 -0.36022 1.22152 0.614924 0 1 1
800 50.2655 0.565444 46.4775 46.0411 -0.278776 1.26175 0.574696 0 1 1
802 50.3911 0.538856 46.6389 46.1105 -0.188564 1.29117 0.545274 0 1 1
804 50.5168 0.524187 46.8029 46.1772 -0.0924187 1.30886 0.527584 0 1 1
806 50.6425 0.521898 46.968 46.2429 0.00663351 1.31426 0.522183 0 1 1
808 50.7681 0.532062 47.1326 46.3091 0.105477 1.3072 0.529241 0 1 1
810 50.8938 0.554357 47.2951 46.3773 0.201002 1.28791 0.548536 0 1 1
812 51.0195 0.588084 47.4541 46.4491 0.290205 1.25698 0.579461 0 1 1
814 51.1451 0.632181 47.6083 46.5257 0.370277 1.2154 0.621042 0 1 1
816 51.2708 0.685261 47.7563 46.6085 0.438702 1.16447 0.671972 0 1 1
818 51.3965 0.745654 47.8971 46.6984 0.493325 1.10579 0.730649 0 1 1
820 51.5221 0.81146 48.03 46.7963 0.53243 1.04122 0.795227 0 1 1
822 51.6478 0.880609 48.1544 46.9027 0.554785 0.97277 0.863673 0 1 1
824 51.7734 0.950926 48.2701 47.0178 0.559687 0.902608 0.933836 0 1 1
826 51.8991 1.0202 48.3769 47.1417 0.546982 0.832936 1.00351 0 1 1
828 52.0248 1.08625 48.4752 47.2742 0.517071 0.765947 1.0705 0 1 1
830 52.1504 1.14699 48.5656 47.4146 0.470893 0.703749 1.13269 0 1 1
832 52.2761 1.20053 48.6487 47.5622 0.409901 0.648298 1.18815 0 1 1
834 52.4018 1.24517 48.7257 47.716 0.336015 0.601338 1.23511 0 1 1
836 52.5274 1.27951 48.7977 47.8748 0.251558 0.564346 1.2721 0 1 1
838 52.6531 1.30246 48.8661 48.0372 0.159187 0.538488 1.29796 0 1 1
840 52.7788 1.31332 48.9324 48.2017 0.0618091 0.524574 1.31187 0 1 1
842 52.9044 1.31173 48.998 48.3668 -0.0375135 0.523045 1.3134 0 1 1
844 53.0301 1.29774 49.0647 48.5309 -0.135656 0.533947 1.3025 0 1 1
846 53.1557 1.2718 49.1339 48.6925 -0.229531 0.556938 1.27951 0 1 1
848 53.2814 1.23472 49.207 48.8502 -0.316185 0.591294 1.24515 0 1 1
850 53.4071 1.18767 49.2854 49.0025 -0.392893 0.635935 1.20051 0 1 1
852 53.5327 1.13213 49.3703 49.1484 -0.457241 0.689456 1.14699 0 1 1
854 53.6584 1.06984 49.4626 49.2868 -0.507205 0.750174 1.08627 0 1 1
856 53.7841 1.00277 49.5631 49.4172 -0.541213 0.816178 1.02027 0 1 1
858 53.9097 0.933022 49.6722 49.5389 -0.558195 0.885392 0.951051 0 1 1
860 54.0354 0.862793 49.7901 49.6518 -0.557617 0.95564 0.880804 0 1 1
862 54.1611 0.794292 49.9167 49.7559 -0.539498 1.02471 0.811734 0 1 1
864 54.2867 0.729674 50.0517 49.8517 -0.504406 1.09043 0.746014 0 1 1
866 54.4124 0.670972 50.1944 49.9397 -0.453447 1.15073 0.685711 0 1 1
868 54.538 0.620033 50.3441 50.0208 -0.388224 1.20372 0.632723 0 1 1
870 54.6637 0.578459 50.4996 50.0961 -0.310787 1.24773 0.588716 0 1 1
872 54.7894 0.547557 50.6596 50.1668 -0.223573 1.28137 0.555075 0 1 1
874 54.915 0.528301 50.8228 50.2344 -0.129327 1.30359 0.532857 0 1 1
876 55.0407 0.521295 50.9877 50.3003 -0.0310114 1.31368 0.522763 0 1 1
878 55.1664 0.526761 51.1527 50.3661 0.0682794 1.31133 0.525109 0 1 1
880 55.292 0.544526 51.3162 50.4334 0.165422 1.29662 0.539822 0 1 1
882 55.4177 0.574031 51.4767 50.5037 0.257361 1.27 0.566439 0 1 1
884 55.5434 0.614348 51.6328 50.5783 0.341204 1.23232 0.604122 0 1 1
886 55.669 0.664209 51.7833 50.6586 0.414313 1.18476 0.651687 0 1 1
888 55.7947 0.722046 51.9269 50.7457 0.474388 1.12881 0.707636 0 1 1
890 55.9203 0.786038 52.0629 50.8405 0.51954 1.06623 0.77021 0 1 1
892 56.046 0.854173 52.1906 50.9436 0.548348 0.999004 0.83744 0 1 1
894 56.1717 0.924308 52.3096 51.0554 0.559906 0.929232 0.907211 0 1 1
896 56.2973 0.994235 52.4197 51.176 0.55385 0.859115 0.977329 0 1 1
898 56.423 1.06176 52.5212 51.3053 0.530371 0.790856 1.04559 0 1 1
900 56.5487 1.12475 52.6145 51.4428 0.490207 0.726605 1.10984 0 1 1
902 56.6743 1.18122 52.7003 51.5878 0.434622 0.668381 1.16806 0 1 1
904 56.8 1.22941 52.7795 51.7394 0.365364 0.618017 1.21843 0 1 1
906 56.9257 1.26779 52.8532 51.8964 0.284613 0.577097 1.25935 0 1 1
908 57.0513 1.29517 52.9228 52.0576 0.194908 0.546908 1.28954 0 1 1
910 57.177 1.31066 52.9897 52.2215 0.0990722 0.5284 1.30804 0 1 1
912 57.3027 1.3138 53.0554 52.3866 0.000119282 0.522156 1.31429 0 1 1
914 57.4283 1.30447 53.1215 52.5512 -0.0988374 0.528371 1.30807 0 1 1
916 57.554 1.28298 53.1895 52.714 -0.194685 0.54685 1.28959 0 1 1
918 57.6796 1.25 53.261 52.8733 -0.284408 0.577011 1.25943 0 1 1
920 57.8053 1.20657 53.3373 53.0278 -0.365184 0.617907 1.21854 0 1 1
922 57.931 1.15405 53.4196 53.1762 -0.434471 0.66825 1.16819 0 1 1
924 58.0566 1.0941 53.509 53.3176 -0.490091 0.726457 1.10999 0 1 1
926 58.1823 1.02859 53.6063 53.4511 -0.530294 0.790697 1.04575 0 1 1
928 58.308 0.959604 53.7121 53.5761 -0.553814 0.858948 0.977496 0 1 1
930 58.4336 0.889296 53.8266 53.6923 -0.559912 0.929064 0.90738 0 1 1
932 58.5593 0.819883 53.95 53.7997 -0.548397 0.998839 0.837605 0 1 1
934 58.685 0.753548 54.0818 53.8986 -0.519629 1.06608 0.770366 0 1 1
936 58.8106 0.692378 54.2218 53.9895 -0.474515 1.12866 0.707779 0 1 1
938 58.9363 0.638297 54.3689 54.0731 -0.414473 1.18463 0.651812 0 1 1
940 59.0619 0.593007 54.5223 54.1504 -0.341393 1.23222 0.604225 0 1 1
942 59.1876 0.557931 54.6808 54.2227 -0.257573 1.26993 0.566517 0 1 1
944 59.3133 0.534175 54.843 54.2913 -0.16565 1.29657 0.539872 0 1 1
946 59.4389 0.522484 55.0074 54.3577 -0.0685162 1.31131 0.52513 0 1 1
948 59.5646 0.523227 55.1725 54.4234 0.0307732 1.31369 0.522754 0 1 1
950 59.6903 0.536381 55.3368 54.4899 0.129094 1.30363 0.532818 0 1 1
952 59.8159 0.561531 55.4986 54.5588 0.223355 1.28144 0.555007 0 1 1
954 59.9416 0.597886 55.6565 54.6317 0.310588 1.24782 0.588622 0 1 1
956 60.0673 0.644304 55.8093 54.7097 0.388052 1.20384 0.632606 0 1 1
958 60.1929 0.699322 55.9556 54.7941 0.453307 1.15087 0.685575 0 1 1
960 60.3186 0.761212 56.0946 54.8859 0.504303 1.09058 0.745862 0 1 1
962 60.4442 0.828025 56.2255 54.9858 0.539433 1.02487 0.811572 0 1 1
964 60.5699 0.89766 56.3478 55.0943 0.557595 0.955808 0.880636 0 1 1
966 60.6956 0.967927 56.4613 55.2116 0.558215 0.885561 0.950883 0 1 1
968 60.8212 1.03661 56.566 55.3376 0.541274 0.816341 1.0201 0 1 1
970 60.9469 1.10156 56.6624 55.472 0.507306 0.750326 1.08612 0 1 1
972 61.0726 1.16073 56.7509 55.6143 0.457379 0.689594 1.14685 0 1 1
974 61.1982 1.21225 56.8324 55.7635 0.393063 0.636053 1.20039 0 1 1
976 61.3239 1.2545 56.9081 55.9187 0.316382 0.591389 1.24505 0 1 1
978 61.4496 1.28616 56.9791 56.0784 0.229749 0.557007 1.27944 0 1 1
980 61.5752 1.30623 57.0468 56.2415 0.135888 0.533988 1.30246 0 1 1
982 61.7009 1.31408 57.1128 56.4063 0.0377516 0.523056 1.31339 0 1 1
984 61.8265 1.30946 57.1785 56.5713 -0.061572 0.524556 1.31189 0 1 1
986 61.9522 1.29252 57.2457 56.7349 -0.158959 0.53844 1.298 0 1 1
988 62.0779 1.26378 57.3157 56.8957 -0.251345 0.564271 1.27217 0 1 1
990 62.2035 1.22416 57.39 57.0522 -0.335824 0.601237 1.23521 0 1 1
992 62.3292 1.1749 57.4699 57.203 -0.409738 0.648174 1.18827 0 1 1
994 62.4549 1.11755 57.5565 57.3472 -0.470763 0.703607 1.13284 0 1 1
996 62.5805 1.05392 57.6507 57.4837 -0.516979 0.765792 1.07065 0 1 1
998 62.7062 0.985997 57.7533 57.612 -0.546931 0.832771 1.00367 0 1 1
