it time x y z u v w Bx By Bz
500 1.5e-08 1.39889e-08 0.100015 1.46225e-06 -9112.79 1383.34 -3878.59 0 1 0.0996827
502 1.506e-08 2.24102e-07 0.100015 1.45236e-06 2800.63 1934.02 -9402.98 0 1 0.0996827
504 1.512e-08 2.66666e-07 0.100015 1.66361e-06 9827.85 832.287 1649.45 0 1 0.0996828
506 1.518e-08 6.74204e-08 0.100015 1.73774e-06 -291.376 0.302793 9995.75 0 1 0.0996828
508 1.524e-08 -2.60151e-08 0.100015 1.55571e-06 -9902.24 889.617 1074.31 0 1 0.0996829
510 1.53e-08 1.49374e-07 0.100015 1.4454e-06 -2236.87 1948.66 -9549.82 0 1 0.099683
512 1.536e-08 2.87591e-07 0.100015 1.60957e-06 9331.12 1329.74 -3340.95 0 1 0.099683
514 1.542e-08 1.4749e-07 0.100015 1.77208e-06 4619.3 112.673 8868.45 0 1 0.0996831
516 1.548e-08 -2.64961e-08 0.100015 1.65971e-06 -8151.72 420.849 5776.88 0 1 0.0996831
518 1.554e-08 6.91816e-08 0.100015 1.4788e-06 -6700.61 1716.6 -7221.85 0 1 0.0996832
520 1.56e-08 2.67597e-07 0.100015 1.55528e-06 6440.91 1739.26 -7449.13 0 1 0.0996833
522 1.566e-08 2.22579e-07 0.100015 1.76602e-06 8345.11 449.288 5491.57 0 1 0.0996833
524 1.572e-08 1.26693e-08 0.100016 1.75364e-06 -4310.23 97.2739 9022.88 0 1 0.0996834
526 1.578e-08 4.09326e-09 0.100016 1.55004e-06 -9445.6 1297.37 -3016.2 0 1 0.0996834
528 1.584e-08 2.11813e-07 0.100016 1.52074e-06 1898.58 1955.79 -9621.35 0 1 0.0996835
530 1.59e-08 2.73424e-07 0.100016 1.72715e-06 9930.35 923.805 731.307 0 1 0.0996835
532 1.596e-08 8.14351e-08 0.100016 1.81946e-06 636.85 1.8918 9979.7 0 1 0.0996836
534 1.602e-08 -2.91949e-08 0.100016 1.64691e-06 -9767.74 798.497 1988.36 0 1 0.0996837
536 1.608e-08 1.34548e-07 0.100016 1.52085e-06 -3130.76 1923.8 -9300.39 0 1 0.0996837
538 1.614e-08 2.86985e-07 0.100016 1.67151e-06 8968.4 1414.51 -4191.31 0 1 0.0996838
540 1.62e-08 1.62162e-07 0.100016 1.84633e-06 5420.58 159.169 8401.9 0 1 0.0996838
542 1.626e-08 -2.21443e-08 0.100016 1.75061e-06 -7584.41 347.947 6508.12 0 1 0.0996839
544 1.632e-08 5.56207e-08 0.100016 1.56164e-06 -7357.04 1651.49 -6568.6 0 1 0.099684
546 1.638e-08 2.59783e-07 0.100016 1.61941e-06 5706 1795.53 -8013.59 0 1 0.099684
548 1.644e-08 2.34144e-07 0.100016 1.83343e-06 8813.9 528.765 4694.2 0 1 0.0996841
550 1.65e-08 2.34365e-08 0.100016 1.8406e-06 -3455.63 61.29 9383.76 0 1 0.0996841
552 1.656e-08 -4.72343e-09 0.100016 1.63871e-06 -9696.2 1208.7 -2126.69 0 1 0.0996842
554 1.662e-08 1.98795e-07 0.100016 1.59029e-06 979.982 1969.13 -9755.11 0 1 0.0996843
556 1.668e-08 2.78917e-07 0.100016 1.79012e-06 9946.41 1015.88 -192.354 0 1 0.0996843
558 1.674e-08 9.58559e-08 0.100017 1.89985e-06 1559.55 12.0548 9877.63 0 1 0.0996844
560 1.68e-08 -3.10059e-08 0.100017 1.73834e-06 -9548.22 709.015 2885.96 0 1 0.0996844
562 1.686e-08 1.19665e-07 0.100017 1.59767e-06 -3997.41 1890.78 -8969.15 0 1 0.0996845
564 1.692e-08 2.84996e-07 0.100017 1.73356e-06 8527.6 1495.55 -5004.34 0 1 0.0996846
566 1.698e-08 1.76538e-07 0.100017 1.91923e-06 6174.69 212.872 7863.07 0 1 0.0996846
568 1.704e-08 -1.64849e-08 0.100017 1.84104e-06 -6951.07 280.606 7183.58 0 1 0.0996847
570 1.71e-08 4.26903e-08 0.100017 1.64571e-06 -7949.44 1580.58 -5857.31 0 1 0.0996847
572 1.716e-08 2.50822e-07 0.100017 1.68432e-06 4921.41 1844.76 -8507.44 0 1 0.0996848
574 1.722e-08 2.44787e-07 0.100017 1.89981e-06 9205.98 612.232 3856.82 0 1 0.0996848
576 1.728e-08 3.51146e-08 0.100017 1.92652e-06 -2570.92 33.362 9663.81 0 1 0.0996849
578 1.734e-08 -1.23843e-08 0.100017 1.72814e-06 -9862.39 1118.09 -1217.81 0 1 0.099685
580 1.74e-08 1.8516e-07 0.100017 1.66109e-06 52.8454 1973.92 -9803.1 0 1 0.099685
582 1.746e-08 2.83097e-07 0.100017 1.85264e-06 9875.89 1107.7 -1113.5 0 1 0.0996851
584 1.752e-08 1.10557e-07 0.100017 1.9789e-06 2468.68 30.7039 9690.44 0 1 0.0996851
586 1.758e-08 -3.14321e-08 0.100017 1.82988e-06 -9245.58 621.949 3759.31 0 1 0.0996852
588 1.764e-08 1.04854e-07 0.100017 1.67588e-06 -4829.27 1849.9 -8558.97 0 1 0.0996853
590 1.77e-08 2.81641e-07 0.100017 1.79587e-06 8012.56 1572.18 -5772.96 0 1 0.0996853
592 1.776e-08 1.90491e-07 0.100018 1.99081e-06 6875.05 273.314 7256.65 0 1 0.0996854
594 1.782e-08 -9.56717e-09 0.100018 1.93089e-06 -6257.21 219.41 7797.38 0 1 0.0996854
596 1.788e-08 3.05028e-08 0.100018 1.73095e-06 -8472.65 1504.51 -5094.17 0 1 0.0996855
598 1.794e-08 2.40792e-07 0.100018 1.75012e-06 4093.96 1886.53 -8926.39 0 1 0.0996856
600 1.8e-08 2.54414e-07 0.100018 1.96525e-06 9517.93 698.963 2986.71 0 1 0.0996856
602 1.806e-08 4.76021e-08 0.100018 2.01131e-06 -1663.83 13.7337 9860.6 0 1 0.0996856
604 1.812e-08 -1.88228e-08 0.100018 1.81823e-06 -9942.74 1026.35 -297.449 0 1 0.0996857
606 1.818e-08 1.71029e-07 0.100018 1.73318e-06 -874.764 1970.12 -9764.91 0 1 0.0996858
608 1.824e-08 2.85927e-07 0.100018 1.91484e-06 9719.4 1198.47 -2024.1 0 1 0.0996858
610 1.83e-08 1.25411e-07 0.100018 2.05657e-06 3356.34 57.6771 9419.75 0 1 0.0996859
612 1.836e-08 -3.047e-08 0.100018 1.9214e-06 -8862.45 538.057 4600.81 0 1 0.099686
614 1.842e-08 9.02461e-08 0.100018 1.75545e-06 -5619.11 1801.5 -8073.43 0 1 0.099686
616 1.848e-08 2.76949e-07 0.100018 1.85855e-06 7427.77 1643.7 -6490.49 0 1 0.0996861
618 1.854e-08 2.03902e-07 0.100018 2.06112e-06 7515.58 339.97 6587.9 0 1 0.0996861
620 1.86e-08 -1.45118e-09 0.100018 2.02004e-06 -5508.88 164.894 8344.16 0 1 0.0996862
622 1.866e-08 1.91646e-08 0.100018 1.81728e-06 -8922.12 1423.93 -4285.82 0 1 0.0996863
624 1.872e-08 2.29781e-07 0.100019 1.81689e-06 3230.87 1920.46 -9266.78 0 1 0.0996863
626 1.878e-08 2.62941e-07 0.100019 2.02985e-06 9747.03 788.202 2091.45 0 1 0.0996864
628 1.884e-08 6.07901e-08 0.100019 2.09491e-06 -742.243 2.57623 9972.42 0 1 0.0996864
630 1.89e-08 -2.39826e-08 0.100019 1.90886e-06 -9936.54 934.25 626.367 0 1 0.0996865
632 1.896e-08 1.56524e-07 0.100019 1.80659e-06 -1794.77 1957.75 -9640.85 0 1 0.0996866
634 1.902e-08 2.87383e-07 0.100019 1.97683e-06 9478.3 1287.4 -2916.25 0 1 0.0996866
636 1.908e-08 1.40289e-07 0.100019 2.13286e-06 4214.79 92.7401 9067.91 0 1 0.0996866
638 1.914e-08 -2.81277e-08 0.100019 2.01276e-06 -8402.17 458.07 5403.12 0 1 0.0996867
640 1.92e-08 7.59667e-08 0.100019 1.83636e-06 -6360.04 1746.01 -7516.73 0 1 0.0996868
642 1.926e-08 2.70961e-07 0.100019 1.92173e-06 6778.31 1709.52 -7150.67 0 1 0.0996868
644 1.932e-08 2.16652e-07 0.100019 2.13022e-06 8090.69 412.259 5862.65 0 1 0.0996869
646 1.938e-08 7.79241e-09 0.100019 2.10838e-06 -4712.58 117.532 8819.17 0 1 0.0996869
648 1.944e-08 8.77414e-09 0.100019 1.90462e-06 -9293.92 1339.54 -3439.29 0 1 0.099687
650 1.95e-08 2.17885e-07 0.100019 1.88472e-06 2339.64 1946.27 -9525.66 0 1 0.0996871
652 1.956e-08 2.70294e-07 0.100019 2.09371e-06 9891.28 879.174 1178.82 0 1 0.0996871
654 1.962e-08 7.4564e-08 0.100019 2.17726e-06 185.82 -0.0127554 9998.27 0 1 0.0996872
656 1.968e-08 -2.78188e-08 0.100019 1.9999e-06 -9843.84 842.61 1545.6 0 1 0.0996872
658 1.974e-08 1.4177e-07 0.10002 1.88137e-06 -2699.17 1936.94 -9432.01 0 1 0.0996873
660 1.98e-08 2.87453e-07 0.10002 2.03876e-06 9154.68 1373.72 -3782.16 0 1 0.0996874
662 1.986e-08 1.5506e-07 0.10002 2.20778e-06 5036.56 135.588 8637.98 0 1 0.0996874
664 1.992e-08 -2.44256e-08 0.10002 2.10384e-06 -7868.74 382.684 6159.26 0 1 0.0996875
666 1.998e-08 6.21408e-08 0.10002 1.91858e-06 -7045.62 1683.91 -6893.74 0 1 0.0996876
668 2.004e-08 2.63728e-07 0.10002 1.98552e-06 6069.84 1769.04 -7747.75 0 1 0.0996876
670 2.01e-08 2.28632e-07 0.10002 2.19816e-06 8595.38 489.552 5087.21 0 1 0.0996876
672 2.016e-08 1.80832e-08 0.10002 2.19582e-06 -3875.25 77.7364 9218.27 0 1 0.0996877
674 2.022e-08 -5.77895e-10 0.10002 1.99287e-06 -9584.82 1252.08 -2561.95 0 1 0.0996878
676 2.028e-08 2.05206e-07 0.10002 1.9537e-06 1428.03 1963.73 -9700.75 0 1 0.0996878
678 2.034e-08 2.76408e-07 0.10002 2.15694e-06 9949.43 971.086 256.773 0 1 0.0996879
680 2.04e-08 8.88039e-08 0.10002 2.25831e-06 1112.28 5.98971 9937.95 0 1 0.0996879
682 2.046e-08 -3.0298e-08 0.10002 2.09124e-06 -9665.44 752.223 2452.25 0 1 0.099688
684 2.052e-08 1.26897e-07 0.10002 1.95752e-06 -3580.08 1907.85 -9140.19 0 1 0.0996881
686 2.058e-08 2.86135e-07 0.10002 2.10074e-06 8751.36 1456.67 -4614.3 0 1 0.0996881
688 2.064e-08 1.69596e-07 0.10002 2.28133e-06 5814.49 185.848 8133.7 0 1 0.0996882
690 2.07e-08 -1.9396e-08 0.10002 2.19452e-06 -7266.79 312.556 6862.65 0 1 0.0996882
692 2.076e-08 4.88885e-08 0.100021 2.00206e-06 -7669.87 1615.73 -6209.87 0 1 0.0996883
694 2.082e-08 2.55315e-07 0.100021 2.05003e-06 5308.51 1821.75 -8276.53 0 1 0.0996884
696 2.088e-08 2.39736e-07 0.100021 2.26504e-06 9025.25 571.178 4268.33 0 1 0.0996884
698 2.094e-08 2.93316e-08 0.100021 2.28226e-06 -3004.16 45.8547 9537.97 0 1 0.0996885
700 2.1e-08 -8.81011e-09 0.100021 2.08195e-06 -9792.28 1162.31 -1661.43 0 1 0.0996885
702 2.106e-08 1.91856e-07 0.100021 2.02389e-06 503.974 1972.68 -9790.53 0 1 0.0996886
704 2.112e-08 2.81232e-07 0.100021 2.21966e-06 9920.95 1063.14 -666.665 0 1 0.0996886
706 2.118e-08 1.03386e-07 0.100021 2.33801e-06 2029.07 20.5318 9791.96 0 1 0.0996887
708 2.124e-08 -3.13985e-08 0.100021 2.18275e-06 -9402.89 663.877 3338.41 0 1 0.0996888
710 2.13e-08 1.12034e-07 0.100021 2.03506e-06 -4429.83 1870.75 -8767.95 0 1 0.0996888
712 2.136e-08 2.8344e-07 0.100021 2.16291e-06 8271.85 1535.54 -5405.42 0 1 0.0996889
714 2.142e-08 1.83771e-07 0.100021 2.35355e-06 6541.82 243.084 7559.46 0 1 0.0996889
716 2.148e-08 -1.30824e-08 0.100021 2.28467e-06 -6601.58 248.296 7507.16 0 1 0.099689
718 2.154e-08 3.63254e-08 0.100021 2.08674e-06 -8227.35 1542.08 -5471.07 0 1 0.0996891
720 2.16e-08 2.45794e-07 0.100021 2.11539e-06 4500.95 1867.2 -8732.41 0 1 0.0996891
722 2.166e-08 2.49868e-07 0.100021 2.33092e-06 9376.55 656.425 3413.14 0 1 0.0996892
724 2.172e-08 4.14398e-08 0.100021 2.36761e-06 -2106.91 22.1646 9775.5 0 1 0.0996892
726 2.178e-08 -1.58508e-08 0.100022 2.17174e-06 -9914.49 1071 -745.59 0 1 0.0996893
728 2.184e-08 1.7795e-07 0.100022 2.09534e-06 -424.482 1973.06 -9794.23 0 1 0.0996894
730 2.19e-08 2.84722e-07 0.100022 2.282e-06 9806.11 1154.53 -1583.45 0 1 0.0996894
732 2.196e-08 1.18183e-07 0.100022 2.41636e-06 2928.2 43.4874 9561.58 0 1 0.0996895
734 2.202e-08 -3.11107e-08 0.100022 2.2743e-06 -9058.47 578.34 4196.38 0 1 0.0996895
736 2.208e-08 9.73108e-08 0.100022 2.11397e-06 -5241.03 1825.94 -8318.5 0 1 0.0996896
738 2.214e-08 2.79393e-07 0.100022 2.22539e-06 7720.32 1609.63 -6148.64 0 1 0.0996897
740 2.22e-08 1.97461e-07 0.100022 2.42447e-06 7212.2 306.796 6920.26 0 1 0.0996897
742 2.226e-08 -5.53995e-09 0.100022 2.37417e-06 -5878.88 190.465 8087.18 0 1 0.0996898
744 2.232e-08 2.45609e-08 0.100022 2.17255e-06 -8713.21 1463.6 -4683.78 0 1 0.0996898
746 2.238e-08 2.35248e-07 0.100022 2.18167e-06 3654.2 1904.99 -9111.41 0 1 0.0996899
748 2.244e-08 2.5894e-07 0.100022 2.39592e-06 9646.21 744.551 2529.07 0 1 0.0996899
750 2.25e-08 5.43023e-08 0.100022 2.4518e-06 -1191.3 6.87281 9928.78 0 1 0.09969
752 2.256e-08 -2.16385e-08 0.100022 2.26212e-06 -9950.38 978.966 177.616 0 1 0.0996901
754 2.262e-08 1.6361e-07 0.100022 2.16811e-06 -1349.26 1964.84 -9711.79 0 1 0.0996901
756 2.268e-08 2.86849e-07 0.100022 2.34408e-06 9605.89 1244.46 -2485.61 0 1 0.0996902
758 2.274e-08 1.33066e-07 0.100022 2.49332e-06 3801.86 74.6571 9248.8 0 1 0.0996902
760 2.28e-08 -2.9437e-08 0.100023 2.36575e-06 -8635.19 496.357 5018.69 0 1 0.0996903
762 2.286e-08 8.28548e-08 0.100023 2.19424e-06 -6006.61 1773.83 -7795.77 0 1 0.0996904
764 2.292e-08 2.74029e-07 0.100023 2.28831e-06 7101.56 1678.3 -6837.48 0 1 0.0996904
766 2.298e-08 2.10548e-07 0.100023 2.49415e-06 7819.8 376.432 6221.65 0 1 0.0996905
768 2.304e-08 3.16589e-09 0.100023 2.46292e-06 -5104.99 139.566 8597.65 0 1 0.0996905
770 2.31e-08 1.36974e-08 0.100023 2.25942e-06 -9123.22 1380.96 -3854.83 0 1 0.0996906
772 2.316e-08 2.23768e-07 0.100023 2.24898e-06 2775.62 1934.78 -9410.24 0 1 0.0996907
774 2.322e-08 2.66873e-07 0.100023 2.46012e-06 9831.9 834.789 1623.83 0 1 0.0996907
776 2.328e-08 6.78073e-08 0.100023 2.53476e-06 -265.311 0.112918 9996.48 0 1 0.0996907
778 2.334e-08 -2.6123e-08 0.100023 2.35298e-06 -9899.64 886.995 1100.14 0 1 0.0996908
780 2.34e-08 1.4896e-07 0.100023 2.24222e-06 -2262.29 1948.11 -9543.94 0 1 0.0996909
782 2.346e-08 2.87593e-07 0.100023 2.40602e-06 9322.03 1332.16 -3365.29 0 1 0.0996909
784 2.352e-08 1.47906e-07 0.100023 2.5689e-06 4642.42 113.77 8856.35 0 1 0.099691
786 2.358e-08 -2.6392e-08 0.100023 2.45699e-06 -8136.71 418.643 5798.16 0 1 0.0996911
788 2.364e-08 6.87923e-08 0.100023 2.27583e-06 -6719.91 1714.87 -7204.31 0 1 0.0996911
790 2.37e-08 2.67393e-07 0.100023 2.35179e-06 6420.96 1740.96 -7465.94 0 1 0.0996912
792 2.376e-08 2.22916e-07 0.100023 2.56264e-06 8359.33 451.384 5469.72 0 1 0.0996912
794 2.382e-08 1.29593e-08 0.100024 2.55081e-06 -4286.64 96.0427 9034.13 0 1 0.0996913
796 2.388e-08 3.82949e-09 0.100024 2.34724e-06 -9453.81 1294.89 -2991.46 0 1 0.0996914
798 2.394e-08 2.11455e-07 0.100024 2.31739e-06 1872.86 1956.32 -9626.28 0 1 0.0996914
800 2.4e-08 2.73597e-07 0.100024 2.52364e-06 9931.99 926.355 705.292 0 1 0.0996915
802 2.406e-08 8.18371e-08 0.100024 2.61645e-06 663.004 1.94422 9978 0 1 0.0996915
804 2.412e-08 -2.9265e-08 0.100024 2.4442e-06 -9762.71 795.89 2013.96 0 1 0.0996916
806 2.418e-08 1.34128e-07 0.100024 2.3177e-06 -3155.65 1923.01 -9292.14 0 1 0.0996917
808 2.424e-08 2.86948e-07 0.100024 2.46796e-06 8957 1416.85 -4214.82 0 1 0.0996917
810 2.43e-08 1.62573e-07 0.100024 2.64312e-06 5442.58 160.486 8387.65 0 1 0.0996917
812 2.436e-08 -2.20021e-08 0.100024 2.54788e-06 -7567.38 345.874 6528.02 0 1 0.0996918
814 2.442e-08 5.52456e-08 0.100024 2.35871e-06 -7374.71 1649.57 -6549.25 0 1 0.0996919
816 2.448e-08 2.59544e-07 0.100024 2.41594e-06 5684.45 1797.05 -8028.55 0 1 0.0996919
818 2.454e-08 2.34459e-07 0.100024 2.63003e-06 8826.08 531.001 4671.02 0 1 0.099692
820 2.46e-08 2.37551e-08 0.100024 2.63775e-06 -3430.95 60.2744 9392.81 0 1 0.099692
822 2.466e-08 -4.95681e-09 0.100024 2.43594e-06 -9702.08 1206.13 -2101.17 0 1 0.0996921
824 2.472e-08 1.98416e-07 0.100024 2.38698e-06 953.785 1969.42 -9757.65 0 1 0.0996922
826 2.478e-08 2.79054e-07 0.100024 2.5866e-06 9945.6 1018.45 -218.54 0 1 0.0996922
828 2.484e-08 9.62696e-08 0.100025 2.69681e-06 1585.56 12.3512 9873.49 0 1 0.0996923
830 2.49e-08 -3.10372e-08 0.100025 2.53564e-06 -9540.77 706.446 2911.12 0 1 0.0996923
832 2.496e-08 1.19243e-07 0.100025 2.39457e-06 -4021.54 1889.76 -8958.57 0 1 0.0996924
834 2.502e-08 2.84919e-07 0.100025 2.53003e-06 8513.98 1497.8 -5026.8 0 1 0.0996925
836 2.508e-08 1.76941e-07 0.100025 2.71598e-06 6195.36 214.398 7846.76 0 1 0.0996925
838 2.514e-08 -1.63055e-08 0.100025 2.6383e-06 -6932.16 278.684 7201.91 0 1 0.0996926
840 2.52e-08 4.23329e-08 0.100025 2.44281e-06 -7965.3 1578.5 -5836.3 0 1 0.0996927
842 2.526e-08 2.50551e-07 0.100025 2.48088e-06 4898.43 1846.08 -8520.41 0 1 0.0996927
844 2.532e-08 2.45075e-07 0.100025 2.69638e-06 9215.98 614.589 3832.48 0 1 0.0996927
846 2.538e-08 3.54594e-08 0.100025 2.72364e-06 -2545.38 32.5729 9670.57 0 1 0.0996928
848 2.544e-08 -1.2585e-08 0.100025 2.52539e-06 -9865.88 1115.46 -1191.72 0 1 0.0996929
850 2.55e-08 1.84764e-07 0.100025 2.45782e-06 26.3899 1973.97 -9803.2 0 1 0.0996929
852 2.556e-08 2.83196e-07 0.100025 2.64911e-06 9872.62 1110.27 -1139.63 0 1 0.099693
854 2.562e-08 1.10979e-07 0.100025 2.77582e-06 2494.32 31.2438 9683.87 0 1 0.099693
856 2.568e-08 -3.1424e-08 0.100025 2.62719e-06 -9235.76 619.44 3783.79 0 1 0.0996931
858 2.574e-08 1.04434e-07 0.100025 2.47282e-06 -4852.43 1848.65 -8546.14 0 1 0.0996932
860 2.58e-08 2.81525e-07 0.100025 2.59234e-06 7996.82 1574.3 -5794.17 0 1 0.0996932
862 2.586e-08 1.90882e-07 0.100026 2.78753e-06 6894.2 275.038 7238.39 0 1 0.0996933
864 2.592e-08 -9.3517e-09 0.100026 2.72813e-06 -6236.57 217.658 7813.95 0 1 0.0996933
866 2.598e-08 3.01665e-08 0.100026 2.52809e-06 -8486.54 1502.27 -5071.66 0 1 0.0996934
868 2.604e-08 2.40491e-07 0.100026 2.5467e-06 4069.75 1887.64 -8937.22 0 1 0.0996935
870 2.61e-08 2.54673e-07 0.100026 2.7618e-06 9525.65 701.421 2961.43 0 1 0.0996935
872 2.616e-08 4.79701e-08 0.100026 2.8084e-06 -1637.63 13.18 9864.99 0 1 0.0996936
874 2.622e-08 -1.89885e-08 0.100026 2.6155e-06 -9943.77 1023.67 -271.017 0 1 0.0996936
876 2.628e-08 1.70618e-07 0.100026 2.52994e-06 -901.247 1969.92 -9762.54 0 1 0.0996937
878 2.634e-08 2.85988e-07 0.100026 2.7113e-06 9713.66 1201.02 -2049.94 0 1 0.0996937
880 2.64e-08 1.25838e-07 0.100026 2.85346e-06 3381.38 58.4578 9410.79 0 1 0.0996938
882 2.646e-08 -3.0422e-08 0.100026 2.7187e-06 -8850.32 535.631 4624.39 0 1 0.0996939
884 2.652e-08 8.98314e-08 0.100026 2.55243e-06 -5641.07 1800.03 -8058.42 0 1 0.0996939
886 2.658e-08 2.76795e-07 0.100026 2.65504e-06 7410.02 1645.69 -6510.25 0 1 0.099694
888 2.664e-08 2.04278e-07 0.100026 2.8578e-06 7533.02 341.878 6567.85 0 1 0.099694
890 2.67e-08 -1.20122e-09 0.100026 2.81727e-06 -5486.66 163.328 8358.82 0 1 0.0996941
892 2.676e-08 1.88524e-08 0.100026 2.61445e-06 -8933.9 1421.55 -4262 0 1 0.0996942
894 2.682e-08 2.29451e-07 0.100027 2.6135e-06 3205.63 1921.35 -9275.36 0 1 0.0996942
896 2.688e-08 2.63169e-07 0.100027 2.82637e-06 9752.37 790.741 2065.43 0 1 0.0996943
898 2.694e-08 6.11785e-08 0.100027 2.89197e-06 -715.613 2.26485 9974.36 0 1 0.0996943
900 2.7e-08 -2.41116e-08 0.100027 2.70615e-06 -9935.08 931.56 652.912 0 1 0.0996944
902 2.706e-08 1.56102e-07 0.100027 2.6034e-06 -1821.05 1957.31 -9636.01 0 1 0.0996945
904 2.712e-08 2.87405e-07 0.100027 2.77329e-06 9470.13 1289.91 -2941.57 0 1 0.0996945
906 2.718e-08 1.40716e-07 0.100027 2.92971e-06 4239 93.7568 9056.61 0 1 0.0996946
908 2.724e-08 -2.804e-08 0.100027 2.81006e-06 -8387.81 455.749 5425.58 0 1 0.0996946
910 2.73e-08 7.55613e-08 0.100027 2.63339e-06 -6380.61 1744.33 -7499.68 0 1 0.0996947
912 2.736e-08 2.70769e-07 0.100027 2.71823e-06 6758.69 1711.34 -7168.78 0 1 0.0996948
914 2.742e-08 2.17009e-07 0.100027 2.92687e-06 8106.26 414.336 5840.96 0 1 0.0996948
916 2.748e-08 8.07501e-09 0.100027 2.90559e-06 -4688.97 116.168 8831.77 0 1 0.0996949
918 2.754e-08 8.48919e-09 0.100027 2.70182e-06 -9303.47 1337.04 -3414.36 0 1 0.0996949
920 2.76e-08 2.17529e-07 0.100027 2.68137e-06 2313.57 1946.93 -9531.89 0 1 0.099695
922 2.766e-08 2.70488e-07 0.100027 2.89021e-06 9894.18 881.772 1152.28 0 1 0.099695
924 2.772e-08 7.49695e-08 0.100027 2.97429e-06 212.65 -0.0769915 9997.74 0 1 0.0996951
926 2.778e-08 -2.79097e-08 0.100027 2.79721e-06 -9839.88 839.925 1572.02 0 1 0.0996952
928 2.784e-08 1.41341e-07 0.100028 2.67822e-06 -2725.01 1936.25 -9424.72 0 1 0.0996952
930 2.79e-08 2.87434e-07 0.100028 2.83522e-06 9144.12 1376.16 -3806.73 0 1 0.0996953
932 2.796e-08 1.55484e-07 0.100028 3.00459e-06 5059.72 136.834 8624.41 0 1 0.0996953
934 2.802e-08 -2.42986e-08 0.100028 2.90114e-06 -7852.25 380.49 6180.4 0 1 0.0996954
936 2.808e-08 6.17483e-08 0.100028 2.71565e-06 -7064.59 1682.03 -6874.76 0 1 0.0996955
938 2.814e-08 2.63501e-07 0.100028 2.78204e-06 6048.49 1770.69 -7764.04 0 1 0.0996955
940 2.82e-08 2.28966e-07 0.100028 2.99478e-06 8608.92 491.782 5064.06 0 1 0.0996956
942 2.826e-08 1.83963e-08 0.100028 2.99301e-06 -3850.43 76.588 9228.67 0 1 0.0996956
944 2.832e-08 -8.32885e-10 0.100028 2.79011e-06 -9592.02 1249.49 -2536.11 0 1 0.0996957
946 2.838e-08 2.04828e-07 0.100028 2.75038e-06 1401.36 1964.15 -9704.55 0 1 0.0996958
948 2.844e-08 2.76567e-07 0.100028 2.95343e-06 9949.82 973.72 229.954 0 1 0.0996958
950 2.85e-08 8.92231e-08 0.100028 3.0553e-06 1139.07 6.17531 9934.91 0 1 0.0996958
952 2.856e-08 -3.03495e-08 0.100028 2.88856e-06 -9658.99 749.566 2478.32 0 1 0.0996959
954 2.862e-08 1.26464e-07 0.100028 2.75442e-06 -3605.25 1906.92 -9130.49 0 1 0.099696
956 2.868e-08 2.86076e-07 0.100028 2.8972e-06 8738.48 1459.02 -4637.9 0 1 0.099696
958 2.874e-08 1.70014e-07 0.100028 3.07811e-06 5836.39 187.314 8117.97 0 1 0.0996961
960 2.88e-08 -1.92303e-08 0.100028 2.99181e-06 -7248.31 310.508 6882.27 0 1 0.0996961
962 2.886e-08 4.85125e-08 0.100029 2.79917e-06 -7687.06 1613.67 -6189.11 0 1 0.0996962
964 2.892e-08 2.55053e-07 0.100029 2.84658e-06 5285.62 1823.21 -8290.85 0 1 0.0996963
966 2.898e-08 2.40045e-07 0.100029 3.06163e-06 9036.61 573.541 4243.91 0 1 0.0996963
968 2.904e-08 2.96727e-08 0.100029 3.07942e-06 -2978.35 44.9338 9546.07 0 1 0.0996964
970 2.91e-08 -9.03259e-09 0.100029 2.87921e-06 -9797.06 1159.64 -1634.91 0 1 0.0996965
972 2.916e-08 1.91458e-07 0.100029 2.82061e-06 476.925 1972.85 -9791.85 0 1 0.0996965
974 2.922e-08 2.81353e-07 0.100029 3.01614e-06 9918.83 1065.78 -693.536 0 1 0.0996966
976 2.928e-08 1.03815e-07 0.100029 3.13497e-06 2055.59 20.9678 9786.42 0 1 0.0996966
978 2.934e-08 -3.14098e-08 0.100029 2.98008e-06 -9393.98 661.271 3363.9 0 1 0.0996967
980 2.94e-08 1.11602e-07 0.100029 2.832e-06 -4454.11 1869.57 -8755.89 0 1 0.0996968
982 2.946e-08 2.83341e-07 0.100029 2.95938e-06 8256.74 1537.78 -5427.84 0 1 0.0996968
984 2.952e-08 1.84179e-07 0.100029 3.15029e-06 6562.25 244.758 7541.68 0 1 0.0996968
986 2.958e-08 -1.28791e-08 0.100029 3.08194e-06 -6581.24 246.414 7525.06 0 1 0.0996969
988 2.964e-08 3.59694e-08 0.100029 2.88389e-06 -8242.6 1539.86 -5448.7 0 1 0.099697
990 2.97e-08 2.455e-07 0.100029 2.91196e-06 4476.7 1868.45 -8744.6 0 1 0.099697
992 2.976e-08 2.50149e-07 0.100029 3.12749e-06 9385.61 658.901 3387.64 0 1 0.0996971
994 2.982e-08 4.18062e-08 0.100029 3.16474e-06 -2080.32 21.4812 9781.2 0 1 0.0996971
996 2.988e-08 -1.60385e-08 0.10003 2.96902e-06 -9916.77 1068.28 -718.61 0 1 0.0996972
998 2.994e-08 1.77535e-07 0.10003 2.8921e-06 -451.671 1972.98 -9793.03 0 1 0.0996973
