time x y z pitch mu rL Rc
1.542e-08 1.4749e-07 0.100015 1.77208e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.548e-08 -2.64961e-08 0.100015 1.65971e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.554e-08 6.91816e-08 0.100015 1.4788e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.56e-08 2.67597e-07 0.100015 1.55528e-06 1.47145 4.48745e-23 5.63008e-08 1.02513
1.566e-08 2.22579e-07 0.100015 1.76602e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.572e-08 1.26693e-08 0.100016 1.75364e-06 1.47145 4.48745e-23 5.63008e-08 1.02513
1.578e-08 4.09326e-09 0.100016 1.55004e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.584e-08 2.11813e-07 0.100016 1.52074e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.59e-08 2.73424e-07 0.100016 1.72715e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.596e-08 8.14351e-08 0.100016 1.81946e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.602e-08 -2.91949e-08 0.100016 1.64691e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.608e-08 1.34548e-07 0.100016 1.52085e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.614e-08 2.86985e-07 0.100016 1.67151e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.62e-08 1.62162e-07 0.100016 1.84633e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.626e-08 -2.21443e-08 0.100016 1.75061e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.632e-08 5.56207e-08 0.100016 1.56164e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.638e-08 2.59783e-07 0.100016 1.61941e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.644e-08 2.34144e-07 0.100016 1.83343e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.65e-08 2.34365e-08 0.100016 1.8406e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.656e-08 -4.72343e-09 0.100016 1.63871e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.662e-08 1.98795e-07 0.100016 1.59029e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.668e-08 2.78917e-07 0.100016 1.79012e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.674e-08 9.58559e-08 0.100017 1.89985e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.68e-08 -3.10059e-08 0.100017 1.73834e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.686e-08 1.19665e-07 0.100017 1.59767e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.692e-08 2.84996e-07 0.100017 1.73356e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.698e-08 1.76538e-07 0.100017 1.91923e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.704e-08 -1.64849e-08 0.100017 1.84104e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.71e-08 4.26903e-08 0.100017 1.64571e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.716e-08 2.50822e-07 0.100017 1.68432e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.722e-08 2.44787e-07 0.100017 1.89981e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.728e-08 3.51146e-08 0.100017 1.92652e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.734e-08 -1.23843e-08 0.100017 1.72814e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.74e-08 1.8516e-07 0.100017 1.66109e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.746e-08 2.83097e-07 0.100017 1.85264e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.752e-08 1.10557e-07 0.100017 1.9789e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.758e-08 -3.14321e-08 0.100017 1.82988e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.764e-08 1.04854e-07 0.100017 1.67588e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.77e-08 2.81641e-07 0.100017 1.79587e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.776e-08 1.90491e-07 0.100018 1.99081e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.782e-08 -9.56717e-09 0.100018 1.93089e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.788e-08 3.05028e-08 0.100018 1.73095e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.794e-08 2.40792e-07 0.100018 1.75012e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.8e-08 2.54414e-07 0.100018 1.96525e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.806e-08 4.76021e-08 0.100018 2.01131e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.812e-08 -1.88228e-08 0.100018 1.81823e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.818e-08 1.71029e-07 0.100018 1.73318e-06 1.47145 4.48746e-23 5.63008e-08 1.02513
1.824e-08 2.85927e-07 0.100018 1.91484e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.83e-08 1.25411e-07 0.100018 2.05657e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.836e-08 -3.047e-08 0.100018 1.9214e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.842e-08 9.02461e-08 0.100018 1.75545e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.848e-08 2.76949e-07 0.100018 1.85855e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.854e-08 2.03902e-07 0.100018 2.06112e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.86e-08 -1.45118e-09 0.100018 2.02004e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.866e-08 1.91646e-08 0.100018 1.81728e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.872e-08 2.29781e-07 0.100019 1.81689e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.878e-08 2.62941e-07 0.100019 2.02985e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.884e-08 6.07901e-08 0.100019 2.09491e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.89e-08 -2.39826e-08 0.100019 1.90886e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.896e-08 1.56524e-07 0.100019 1.80659e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.902e-08 2.87383e-07 0.100019 1.97683e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.908e-08 1.40289e-07 0.100019 2.13286e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.914e-08 -2.81277e-08 0.100019 2.01276e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.92e-08 7.59667e-08 0.100019 1.83636e-06 1.47146 4.48745e-23 5.63008e-08 1.02513
1.926e-08 2.70961e-07 0.100019 1.92173e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.932e-08 2.16652e-07 0.100019 2.13022e-06 1.47146 4.48745e-23 5.63008e-08 1.02513
1.938e-08 7.79241e-09 0.100019 2.10838e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.944e-08 8.77414e-09 0.100019 1.90462e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.95e-08 2.17885e-07 0.100019 1.88472e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.956e-08 2.70294e-07 0.100019 2.09371e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.962e-08 7.4564e-08 0.100019 2.17726e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.968e-08 -2.78188e-08 0.100019 1.9999e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.974e-08 1.4177e-07 0.10002 1.88137e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.98e-08 2.87453e-07 0.10002 2.03876e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.986e-08 1.5506e-07 0.10002 2.20778e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.992e-08 -2.44256e-08 0.10002 2.10384e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
1.998e-08 6.21408e-08 0.10002 1.91858e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.004e-08 2.63728e-07 0.10002 1.98552e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.01e-08 2.28632e-07 0.10002 2.19816e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.016e-08 1.80832e-08 0.10002 2.19582e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.022e-08 -5.77895e-10 0.10002 1.99287e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.028e-08 2.05206e-07 0.10002 1.9537e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.034e-08 2.76408e-07 0.10002 2.15694e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.04e-08 8.88039e-08 0.10002 2.25831e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.046e-08 -3.0298e-08 0.10002 2.09124e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.052e-08 1.26897e-07 0.10002 1.95752e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.058e-08 2.86135e-07 0.10002 2.10074e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.064e-08 1.69596e-07 0.10002 2.28133e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.07e-08 -1.9396e-08 0.10002 2.19452e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.076e-08 4.88885e-08 0.100021 2.00206e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.082e-08 2.55315e-07 0.100021 2.05003e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.088e-08 2.39736e-07 0.100021 2.26504e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.094e-08 2.93316e-08 0.100021 2.28226e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.1e-08 -8.81011e-09 0.100021 2.08195e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.106e-08 1.91856e-07 0.100021 2.02389e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.112e-08 2.81232e-07 0.100021 2.21966e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.118e-08 1.03386e-07 0.100021 2.33801e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.124e-08 -3.13985e-08 0.100021 2.18275e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.13e-08 1.12034e-07 0.100021 2.03506e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.136e-08 2.8344e-07 0.100021 2.16291e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.142e-08 1.83771e-07 0.100021 2.35355e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.148e-08 -1.30824e-08 0.100021 2.28467e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.154e-08 3.63254e-08 0.100021 2.08674e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.16e-08 2.45794e-07 0.100021 2.11539e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.166e-08 2.49868e-07 0.100021 2.33092e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.172e-08 4.14398e-08 0.100021 2.36761e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.178e-08 -1.58508e-08 0.100022 2.17174e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.184e-08 1.7795e-07 0.100022 2.09534e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.19e-08 2.84722e-07 0.100022 2.282e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.196e-08 1.18183e-07 0.100022 2.41636e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.202e-08 -3.11107e-08 0.100022 2.2743e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.208e-08 9.73108e-08 0.100022 2.11397e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.214e-08 2.79393e-07 0.100022 2.22539e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.22e-08 1.97461e-07 0.100022 2.42447e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.226e-08 -5.53995e-09 0.100022 2.37417e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.232e-08 2.45609e-08 0.100022 2.17255e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.238e-08 2.35248e-07 0.100022 2.18167e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.244e-08 2.5894e-07 0.100022 2.39592e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.25e-08 5.43023e-08 0.100022 2.4518e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.256e-08 -2.16385e-08 0.100022 2.26212e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.262e-08 1.6361e-07 0.100022 2.16811e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.268e-08 2.86849e-07 0.100022 2.34408e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.274e-08 1.33066e-07 0.100022 2.49332e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.28e-08 -2.9437e-08 0.100023 2.36575e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.286e-08 8.28548e-08 0.100023 2.19424e-06 1.47146 4.48745e-23 5.63007e-08 1.02513
2.292e-08 2.74029e-07 0.100023 2.28831e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.298e-08 2.10548e-07 0.100023 2.49415e-06 1.47146 4.48745e-23 5.63007e-08 1.02513
2.304e-08 3.16589e-09 0.100023 2.46292e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.31e-08 1.36974e-08 0.100023 2.25942e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.316e-08 2.23768e-07 0.100023 2.24898e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.322e-08 2.66873e-07 0.100023 2.46012e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.328e-08 6.78073e-08 0.100023 2.53476e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.334e-08 -2.6123e-08 0.100023 2.35298e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.34e-08 1.4896e-07 0.100023 2.24222e-06 1.47146 4.48745e-23 5.63007e-08 1.02513
2.346e-08 2.87593e-07 0.100023 2.40602e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.352e-08 1.47906e-07 0.100023 2.5689e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.358e-08 -2.6392e-08 0.100023 2.45699e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.364e-08 6.87923e-08 0.100023 2.27583e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.37e-08 2.67393e-07 0.100023 2.35179e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.376e-08 2.22916e-07 0.100023 2.56264e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.382e-08 1.29593e-08 0.100024 2.55081e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.388e-08 3.82949e-09 0.100024 2.34724e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.394e-08 2.11455e-07 0.100024 2.31739e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.4e-08 2.73597e-07 0.100024 2.52364e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.406e-08 8.18371e-08 0.100024 2.61645e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.412e-08 -2.9265e-08 0.100024 2.4442e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.418e-08 1.34128e-07 0.100024 2.3177e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.424e-08 2.86948e-07 0.100024 2.46796e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.43e-08 1.62573e-07 0.100024 2.64312e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.436e-08 -2.20021e-08 0.100024 2.54788e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.442e-08 5.52456e-08 0.100024 2.35871e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.448e-08 2.59544e-07 0.100024 2.41594e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.454e-08 2.34459e-07 0.100024 2.63003e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.46e-08 2.37551e-08 0.100024 2.63775e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.466e-08 -4.95681e-09 0.100024 2.43594e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.472e-08 1.98416e-07 0.100024 2.38698e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.478e-08 2.79054e-07 0.100024 2.5866e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.484e-08 9.62696e-08 0.100025 2.69681e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.49e-08 -3.10372e-08 0.100025 2.53564e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.496e-08 1.19243e-07 0.100025 2.39457e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.502e-08 2.84919e-07 0.100025 2.53003e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.508e-08 1.76941e-07 0.100025 2.71598e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.514e-08 -1.63055e-08 0.100025 2.6383e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.52e-08 4.23329e-08 0.100025 2.44281e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.526e-08 2.50551e-07 0.100025 2.48088e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.532e-08 2.45075e-07 0.100025 2.69638e-06 1.47146 4.48746e-23 5.63007e-08 1.02513
2.538e-08 3.54594e-08 0.100025 2.72364e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.544e-08 -1.2585e-08 0.100025 2.52539e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.55e-08 1.84764e-07 0.100025 2.45782e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.556e-08 2.83196e-07 0.100025 2.64911e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.562e-08 1.10979e-07 0.100025 2.77582e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.568e-08 -3.1424e-08 0.100025 2.62719e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.574e-08 1.04434e-07 0.100025 2.47282e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.58e-08 2.81525e-07 0.100025 2.59234e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.586e-08 1.90882e-07 0.100026 2.78753e-06 1.47146 4.48746e-23 5.63007e-08 1.02513
2.592e-08 -9.3517e-09 0.100026 2.72813e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.598e-08 3.01665e-08 0.100026 2.52809e-06 1.47146 4.48746e-23 5.63007e-08 1.02513
2.604e-08 2.40491e-07 0.100026 2.5467e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.61e-08 2.54673e-07 0.100026 2.7618e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.616e-08 4.79701e-08 0.100026 2.8084e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.622e-08 -1.89885e-08 0.100026 2.6155e-06 1.47146 4.48746e-23 5.63007e-08 1.02513
2.628e-08 1.70618e-07 0.100026 2.52994e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.634e-08 2.85988e-07 0.100026 2.7113e-06 1.47146 4.48745e-23 5.63007e-08 1.02513
2.64e-08 1.25838e-07 0.100026 2.85346e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.646e-08 -3.0422e-08 0.100026 2.7187e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.652e-08 8.98314e-08 0.100026 2.55243e-06 1.47146 4.48746e-23 5.63007e-08 1.02513
2.658e-08 2.76795e-07 0.100026 2.65504e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.664e-08 2.04278e-07 0.100026 2.8578e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.67e-08 -1.20122e-09 0.100026 2.81727e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.676e-08 1.88524e-08 0.100026 2.61445e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.682e-08 2.29451e-07 0.100027 2.6135e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.688e-08 2.63169e-07 0.100027 2.82637e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.694e-08 6.11785e-08 0.100027 2.89197e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.7e-08 -2.41116e-08 0.100027 2.70615e-06 1.47146 4.48746e-23 5.63007e-08 1.02513
2.706e-08 1.56102e-07 0.100027 2.6034e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.712e-08 2.87405e-07 0.100027 2.77329e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.718e-08 1.40716e-07 0.100027 2.92971e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.724e-08 -2.804e-08 0.100027 2.81006e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.73e-08 7.55613e-08 0.100027 2.63339e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.736e-08 2.70769e-07 0.100027 2.71823e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.742e-08 2.17009e-07 0.100027 2.92687e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.748e-08 8.07501e-09 0.100027 2.90559e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.754e-08 8.48919e-09 0.100027 2.70182e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.76e-08 2.17529e-07 0.100027 2.68137e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.766e-08 2.70488e-07 0.100027 2.89021e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.772e-08 7.49695e-08 0.100027 2.97429e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.778e-08 -2.79097e-08 0.100027 2.79721e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.784e-08 1.41341e-07 0.100028 2.67822e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.79e-08 2.87434e-07 0.100028 2.83522e-06 1.47146 4.48746e-23 5.63007e-08 1.02513
2.796e-08 1.55484e-07 0.100028 3.00459e-06 1.47146 4.48746e-23 5.63007e-08 1.02513
2.802e-08 -2.42986e-08 0.100028 2.90114e-06 1.47146 4.48746e-23 5.63007e-08 1.02513
2.808e-08 6.17483e-08 0.100028 2.71565e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.814e-08 2.63501e-07 0.100028 2.78204e-06 1.47146 4.48745e-23 5.63007e-08 1.02513
2.82e-08 2.28966e-07 0.100028 2.99478e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.826e-08 1.83963e-08 0.100028 2.99301e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.832e-08 -8.32885e-10 0.100028 2.79011e-06 1.47146 4.48746e-23 5.63007e-08 1.02513
2.838e-08 2.04828e-07 0.100028 2.75038e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.844e-08 2.76567e-07 0.100028 2.95343e-06 1.47146 4.48746e-23 5.63007e-08 1.02513
2.85e-08 8.92231e-08 0.100028 3.0553e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.856e-08 -3.03495e-08 0.100028 2.88856e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.862e-08 1.26464e-07 0.100028 2.75442e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.868e-08 2.86076e-07 0.100028 2.8972e-06 1.47146 4.48745e-23 5.63007e-08 1.02513
2.874e-08 1.70014e-07 0.100028 3.07811e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.88e-08 -1.92303e-08 0.100028 2.99181e-06 1.47146 4.48746e-23 5.63008e-08 1.02513
2.886e-08 4.85125e-08 0.100029 2.79917e-06 1.47146 4.48746e-23 5.63007e-08 1.02514
2.892e-08 2.55053e-07 0.100029 2.84658e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.898e-08 2.40045e-07 0.100029 3.06163e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.904e-08 2.96727e-08 0.100029 3.07942e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.91e-08 -9.03259e-09 0.100029 2.87921e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.916e-08 1.91458e-07 0.100029 2.82061e-06 1.47146 4.48746e-23 5.63007e-08 1.02514
2.922e-08 2.81353e-07 0.100029 3.01614e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.928e-08 1.03815e-07 0.100029 3.13497e-06 1.47146 4.48746e-23 5.63007e-08 1.02514
2.934e-08 -3.14098e-08 0.100029 2.98008e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.94e-08 1.11602e-07 0.100029 2.832e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.946e-08 2.83341e-07 0.100029 2.95938e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.952e-08 1.84179e-07 0.100029 3.15029e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.958e-08 -1.28791e-08 0.100029 3.08194e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.964e-08 3.59694e-08 0.100029 2.88389e-06 1.47146 4.48746e-23 5.63007e-08 1.02514
2.97e-08 2.455e-07 0.100029 2.91196e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.976e-08 2.50149e-07 0.100029 3.12749e-06 1.47146 4.48746e-23 5.63007e-08 1.02514
2.982e-08 4.18062e-08 0.100029 3.16474e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
2.988e-08 -1.60385e-08 0.10003 2.96902e-06 1.47146 4.48746e-23 5.63007e-08 1.02514
2.994e-08 1.77535e-07 0.10003 2.8921e-06 1.47146 4.48746e-23 5.63008e-08 1.02514
